"INDIR","FOLDER","IN FILE","CHANNEL","OFFSET","DURATION","Fmin","Fmean","Fmax","DATE","TIME","HOUR","DATE-12","TIME-12","HOUR-12","TOP1MATCH*","TOP1DIST","TOP2MATCH","TOP2DIST","TOP3MATCH","TOP3DIST","VOCALIZATIONS","MANUAL ID","ORGID","USERID","REVIEW ORGID","REVIEW USERID","INPATHMD5"
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc281035.wav","0","23.089682","7.604195","2153.32","3045.319","4392.773","","","","","","","cluster.000","0.232654","cluster.013","0.625007","cluster.002","0.625439","1","","","","","","j1VceoYtJ/DbTWdLZGvhPA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc281035.wav","1","23.180273","6.970068","1636.523","2993.115","3789.844","","","","","","","cluster.000","0.235227","cluster.002","0.609863","cluster.001","0.626729","1","","","","","","j1VceoYtJ/DbTWdLZGvhPA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc394957.wav","0","15.093333","0.528","2062.5","3065.217","4406.25","","","","","","","cluster.000","0.240897","cluster.001","0.540101","cluster.002","0.633287","1","","","","","","8n09ZNlsIRPHMxCio95xZA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc394957.wav","1","15.093333","0.528","2062.5","3065.217","4406.25","","","","","","","cluster.000","0.240897","cluster.001","0.540101","cluster.002","0.633287","1","","","","","","8n09ZNlsIRPHMxCio95xZA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc281041.wav","1","4.374943","0.106576","2325.586","2995.508","3359.18","","","","","","","cluster.000","0.253765","cluster.002","0.649105","cluster.001","0.651641","1","","","","","","EZ32N17EEddcfw3wuEPBfQ=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc449756.wav","1","42.347958","0.447619","1636.523","2996.025","3617.578","","","","","","","cluster.000","0.2559","cluster.009","0.596057","cluster.001","0.607508","1","","","","","","o3+k72aB0IpB71XdtZZx+Q=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc372052.wav","1","36.869953","7.502948","1808.789","3066.047","3789.844","","","","","","","cluster.000","0.258057","cluster.009","0.513933","cluster.006","0.562014","1","","","","","","pKjsygwdNjUi9kNIQLJBGw=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc458091.wav","1","8.970667","0.229333","1968.75","2976.563","3375","","","","","","","cluster.000","0.270271","cluster.001","0.528009","cluster.002","0.650118","1","","","","","","obx8N11T5Jf3Q6Fe7f7RPQ=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc449756.wav","0","42.347958","0.447619","1378.125","2993.768","3531.445","","","","","","","cluster.000","0.270281","cluster.009","0.585473","cluster.010","0.600134","1","","","","","","o3+k72aB0IpB71XdtZZx+Q=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc370533.wav","0","2.70703","0.564853","2325.586","2976.367","3359.18","","","","","","","cluster.000","0.270406","cluster.001","0.603947","cluster.004","0.643443","1","","","","","","zmi9FMNrUwJGPlOMp8bhZw=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc370533.wav","0","5.653855","0.138549","1981.055","2962.969","3445.313","","","","","","","cluster.000","0.27065","cluster.001","0.648674","cluster.010","0.655252","1","","","","","","zmi9FMNrUwJGPlOMp8bhZw=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc370533.wav","1","5.653855","0.138549","1981.055","2962.969","3445.313","","","","","","","cluster.000","0.270704","cluster.001","0.648692","cluster.010","0.655118","1","","","","","","zmi9FMNrUwJGPlOMp8bhZw=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc458091.wav","0","8.970667","0.229333","1968.75","2976.563","3468.75","","","","","","","cluster.000","0.280248","cluster.001","0.528078","cluster.002","0.646582","1","","","","","","obx8N11T5Jf3Q6Fe7f7RPQ=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc281035.wav","0","15.570748","7.518934","2067.188","3102.784","4306.641","","","","","","","cluster.000","0.285206","cluster.009","0.599679","cluster.010","0.608909","1","","","","","","j1VceoYtJ/DbTWdLZGvhPA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc394957.wav","0","3.509333","0.261333","1593.75","3068.182","3656.25","","","","","","","cluster.000","0.289344","cluster.001","0.523608","cluster.013","0.615227","1","","","","","","8n09ZNlsIRPHMxCio95xZA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc394957.wav","1","3.509333","0.261333","1593.75","3068.182","3656.25","","","","","","","cluster.000","0.289345","cluster.001","0.523608","cluster.013","0.615227","1","","","","","","8n09ZNlsIRPHMxCio95xZA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc424965.wav","0","21.730839","0.26644","1981.055","2968.506","3273.047","","","","","","","cluster.000","0.292351","cluster.009","0.614219","cluster.002","0.638344","1","","","","","","2PZX+Nw7RPTWNy5DIRK0og=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc424965.wav","1","21.411112","0.559524","2239.453","2991.459","3359.18","","","","","","","cluster.000","0.293698","cluster.009","0.624223","cluster.002","0.628173","1","","","","","","2PZX+Nw7RPTWNy5DIRK0og=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc370533.wav","1","2.70703","0.570181","2325.586","2977.734","3359.18","","","","","","","cluster.000","0.295369","cluster.001","0.609674","cluster.004","0.635757","1","","","","","","zmi9FMNrUwJGPlOMp8bhZw=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc391861.wav","0","41.674667","5.28","1593.75","3038.672","10031.25","","","","","","","cluster.000","0.30082","cluster.009","0.564579","cluster.002","0.619012","1","","","","","","koh1GpuxpwinOcaTrJLJaw=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc281035.wav","1","38.047619","6.016213","1894.922","3053.327","3703.711","","","","","","","cluster.000","0.301409","cluster.006","0.535375","cluster.009","0.552411","1","","","","","","j1VceoYtJ/DbTWdLZGvhPA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc281043.wav","0","11.403628","2.232766","1808.789","3026.074","3789.844","","","","","","","cluster.000","0.306217","cluster.002","0.540417","cluster.009","0.547578","1","","","","","","xthGoiwKvyRGoHJpa3Ehkw=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc424965.wav","1","13.327324","0.218481","1894.922","3016.915","3617.578","","","","","","","cluster.000","0.30963","cluster.010","0.574361","cluster.009","0.598434","1","","","","","","2PZX+Nw7RPTWNy5DIRK0og=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc394957.wav","0","11.6","0.170667","2156.25","2977.371","5343.75","","","","","","","cluster.000","0.311819","cluster.001","0.64336","cluster.010","0.654635","1","","","","","","8n09ZNlsIRPHMxCio95xZA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc394957.wav","1","11.6","0.170667","2156.25","2977.371","5343.75","","","","","","","cluster.000","0.311819","cluster.001","0.64336","cluster.010","0.654635","1","","","","","","8n09ZNlsIRPHMxCio95xZA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc449756.wav","1","21.789455","1.087075","1636.523","3002.344","3617.578","","","","","","","cluster.000","0.31188","cluster.009","0.510565","cluster.010","0.580043","1","","","","","","o3+k72aB0IpB71XdtZZx+Q=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc449756.wav","0","13.348639","0.170522","1981.055","3008.496","3703.711","","","","","","","cluster.000","0.316149","cluster.010","0.56965","cluster.009","0.643112","1","","","","","","o3+k72aB0IpB71XdtZZx+Q=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc370533.wav","1","8.536735","0.197166","1894.922","2900.649","3531.445","","","","","","","cluster.000","0.320863","cluster.001","0.643674","cluster.009","0.696769","1","","","","","","zmi9FMNrUwJGPlOMp8bhZw=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc394957.wav","0","99.695999","2.528","1406.25","2917.279","3750","","","","","","","cluster.000","0.324399","cluster.004","0.568017","cluster.001","0.621898","1","","","","","","8n09ZNlsIRPHMxCio95xZA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc394957.wav","1","99.695999","2.528","1406.25","2917.279","3750","","","","","","","cluster.000","0.324399","cluster.004","0.568017","cluster.001","0.621898","1","","","","","","8n09ZNlsIRPHMxCio95xZA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc298602.wav","1","13.194104","0.852608","1808.789","3072.07","3962.109","","","","","","","cluster.000","0.324979","cluster.002","0.63288","cluster.006","0.662135","1","","","","","","G2SGQ9VrTx5lqvs7TACKqg=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc372052.wav","0","36.869953","7.502948","1808.789","3051.17","3617.578","","","","","","","cluster.000","0.325311","cluster.013","0.521385","cluster.006","0.531607","1","","","","","","pKjsygwdNjUi9kNIQLJBGw=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc394957.wav","0","18.48","0.170667","2062.5","3025.862","3656.25","","","","","","","cluster.000","0.326487","cluster.010","0.574736","cluster.001","0.611784","1","","","","","","8n09ZNlsIRPHMxCio95xZA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc394957.wav","1","18.48","0.170667","2062.5","3025.862","3656.25","","","","","","","cluster.000","0.326487","cluster.010","0.574736","cluster.001","0.611784","1","","","","","","8n09ZNlsIRPHMxCio95xZA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc370533.wav","0","8.536735","0.197166","1894.922","2900.649","3531.445","","","","","","","cluster.000","0.327006","cluster.001","0.628905","cluster.009","0.698645","1","","","","","","zmi9FMNrUwJGPlOMp8bhZw=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc394958.wav","0","8.042666","0.181333","1781.25","2979.492","3468.75","","","","","","","cluster.000","0.329294","cluster.001","0.506668","cluster.002","0.663911","1","","","","","","7WLEiQ9HMOTHNeZ40OZWrA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc394958.wav","1","8.042666","0.181333","1781.25","2979.492","3468.75","","","","","","","cluster.000","0.329294","cluster.001","0.506668","cluster.002","0.663911","1","","","","","","7WLEiQ9HMOTHNeZ40OZWrA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc376842.wav","0","19.402155","0.191837","1894.922","3026.953","4048.242","","","","","","","cluster.000","0.331248","cluster.001","0.596829","cluster.002","0.661518","1","","","","","","y3bxmADE7T7r+grE2JMfTQ=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc394958.wav","0","3.626667","0.176","1875","3006.25","3656.25","","","","","","","cluster.000","0.33298","cluster.001","0.583795","cluster.010","0.635073","1","","","","","","7WLEiQ9HMOTHNeZ40OZWrA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc394958.wav","1","3.626667","0.176","1875","3006.25","3656.25","","","","","","","cluster.000","0.33298","cluster.001","0.583795","cluster.010","0.635073","1","","","","","","7WLEiQ9HMOTHNeZ40OZWrA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc391861.wav","0","22.954666","3.114667","1500","3093.202","10031.25","","","","","","","cluster.000","0.338226","cluster.009","0.591867","cluster.002","0.618716","1","","","","","","koh1GpuxpwinOcaTrJLJaw=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc449756.wav","1","13.348639","0.17585","1894.922","2962.969","3703.711","","","","","","","cluster.000","0.339895","cluster.010","0.571506","cluster.009","0.653329","1","","","","","","o3+k72aB0IpB71XdtZZx+Q=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc372052.wav","0","74.320747","2.850907","2411.719","3055.875","3445.313","","","","","","","cluster.000","0.344864","cluster.009","0.552503","cluster.002","0.609232","1","","","","","","pKjsygwdNjUi9kNIQLJBGw=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc394957.wav","0","0.976","0.144","1968.75","2960.938","3468.75","","","","","","","cluster.000","0.34579","cluster.001","0.485572","cluster.010","0.659821","1","","","","","","8n09ZNlsIRPHMxCio95xZA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc394957.wav","1","0.976","0.144","1968.75","2960.938","3468.75","","","","","","","cluster.000","0.34579","cluster.001","0.485572","cluster.010","0.659821","1","","","","","","8n09ZNlsIRPHMxCio95xZA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc372052.wav","1","74.310089","2.861565","2670.117","3074.724","3531.445","","","","","","","cluster.000","0.346641","cluster.009","0.553944","cluster.002","0.607815","1","","","","","","pKjsygwdNjUi9kNIQLJBGw=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc394957.wav","0","8.090667","0.165333","1968.75","3003.348","3656.25","","","","","","","cluster.000","0.346719","cluster.010","0.602311","cluster.001","0.617614","1","","","","","","8n09ZNlsIRPHMxCio95xZA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc394957.wav","1","8.090667","0.165333","1968.75","3003.348","3656.25","","","","","","","cluster.000","0.346719","cluster.010","0.602311","cluster.001","0.617614","1","","","","","","8n09ZNlsIRPHMxCio95xZA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc449756.wav","0","45.241497","0.767347","1808.789","2834.308","3359.18","","","","","","","cluster.000","0.347635","cluster.009","0.640722","cluster.002","0.669499","1","","","","","","o3+k72aB0IpB71XdtZZx+Q=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc394958.wav","0","180.890671","0.309333","1687.5","2954.392","3562.5","","","","","","","cluster.000","0.350592","cluster.001","0.475896","cluster.002","0.674662","1","","","","","","7WLEiQ9HMOTHNeZ40OZWrA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc394958.wav","1","180.890671","0.309333","1687.5","2954.392","3562.5","","","","","","","cluster.000","0.350592","cluster.001","0.475896","cluster.002","0.674662","1","","","","","","7WLEiQ9HMOTHNeZ40OZWrA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Common Moorhen","xc538710.wav","1","14.520975","0.383673","2670.117","3100.781","3445.313","","","","","","","cluster.000","0.350933","cluster.009","0.599909","cluster.002","0.600752","1","","","","","","T6HdaCi7Ou76d/yEXA7Ixg=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc449756.wav","0","20.936848","1.934354","1464.258","2931.667","3703.711","","","","","","","cluster.000","0.351366","cluster.009","0.508179","cluster.010","0.556267","1","","","","","","o3+k72aB0IpB71XdtZZx+Q=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc360214.wav","0","8.057143","7.09263","2325.586","3097.883","3789.844","","","","","","","cluster.000","0.351743","cluster.006","0.570542","cluster.013","0.575582","1","","","","","","7GWTjdvIMCyF/cP1eH4noQ=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc261489.wav","1","3.664","0.181333","2156.25","3015.121","3375","","","","","","","cluster.000","0.353291","cluster.010","0.582192","cluster.001","0.648288","1","","","","","","Ilnp7CG+3vuqWdF/Km0PFA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc372052.wav","1","77.58197","0.111905","2670.117","3019.182","3359.18","","","","","","","cluster.000","0.353413","cluster.002","0.594511","cluster.001","0.684017","1","","","","","","pKjsygwdNjUi9kNIQLJBGw=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc464626.wav","0","126.649544","3.943311","2325.586","3251.254","4392.773","","","","","","","cluster.000","0.354375","cluster.009","0.505348","cluster.002","0.515261","1","","","","","","wJLoI5JS9cc8qmAYAnORdg=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Redwing","xc546752.wav","1","14.558276","0.458277","2497.852","3086.814","3445.313","","","","","","","cluster.000","0.35631","cluster.009","0.61292","cluster.002","0.65553","1","","","","","","Z6e6ihzqgDjofscIpGdz/g=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc449756.wav","0","44.03186","0.591497","1894.922","2945.742","3359.18","","","","","","","cluster.000","0.356957","cluster.010","0.478766","cluster.009","0.554996","1","","","","","","o3+k72aB0IpB71XdtZZx+Q=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc449756.wav","1","44.03186","0.591497","1636.523","2981.715","3703.711","","","","","","","cluster.000","0.3602","cluster.010","0.477686","cluster.009","0.578401","1","","","","","","o3+k72aB0IpB71XdtZZx+Q=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Common Moorhen","xc426235.wav","0","1.262925","1.246939","2497.852","3007.848","3445.313","","","","","","","cluster.000","0.360305","cluster.004","0.539451","cluster.009","0.607106","1","","","","","","2rxGXBLqmuJX6xxxdkmYMw=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Common Moorhen","xc538710.wav","1","12.762471","0.847279","2583.984","3099.059","3531.445","","","","","","","cluster.000","0.36477","cluster.009","0.568777","cluster.002","0.570637","1","","","","","","T6HdaCi7Ou76d/yEXA7Ixg=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc394958.wav","0","26.741333","0.181333","1687.5","3066.532","3656.25","","","","","","","cluster.000","0.367847","cluster.009","0.497612","cluster.010","0.504646","1","","","","","","7WLEiQ9HMOTHNeZ40OZWrA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc394958.wav","1","26.741333","0.181333","1687.5","3066.532","3656.25","","","","","","","cluster.000","0.367847","cluster.009","0.497612","cluster.010","0.504646","1","","","","","","7WLEiQ9HMOTHNeZ40OZWrA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc372052.wav","0","77.58197","0.111905","2583.984","3014.648","3359.18","","","","","","","cluster.000","0.36953","cluster.002","0.596029","cluster.001","0.675897","1","","","","","","pKjsygwdNjUi9kNIQLJBGw=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc391861.wav","0","51.695999","3.861333","1125","3008.585","10031.25","","","","","","","cluster.000","0.370066","cluster.009","0.465949","cluster.010","0.610119","1","","","","","","koh1GpuxpwinOcaTrJLJaw=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc298602.wav","1","42.481178","0.143878","2153.32","2954.73","3617.578","","","","","","","cluster.000","0.371418","cluster.001","0.525729","cluster.002","0.663548","1","","","","","","G2SGQ9VrTx5lqvs7TACKqg=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Redwing","xc558266.wav","0","114.968819","0.351701","2756.25","3072.07","3445.313","","","","","","","cluster.000","0.377772","cluster.009","0.571694","cluster.002","0.660806","1","","","","","","jn3Ibwcet+yN4H5mUVdBtA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Redwing","xc533316.wav","1","29.76","1.136","2250","2959.822","3750","","","","","","","cluster.000","0.37835","cluster.004","0.550821","cluster.002","0.647109","1","","","","","","7cK2sJDjG9D/Eo7htigVsA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc170023.wav","0","32.963947","1.396145","1636.523","2830.898","3445.313","","","","","","","cluster.000","0.379357","cluster.009","0.564866","cluster.010","0.656592","1","","","","","","zsM15z9/wnm4b4I+1XgY3A=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc376842.wav","0","15.991723","0.143878","1981.055","2938.852","3359.18","","","","","","","cluster.000","0.37965","cluster.001","0.538169","cluster.010","0.628723","1","","","","","","y3bxmADE7T7r+grE2JMfTQ=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc376842.wav","1","28.146711","1.843764","1981.055","2958.754","4995.703","","","","","","","cluster.000","0.380769","cluster.001","0.499499","cluster.035","0.696093","1","","","","","","y3bxmADE7T7r+grE2JMfTQ=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc370533.wav","0","15.373583","0.17585","1894.922","2807.93","3531.445","","","","","","","cluster.000","0.381069","cluster.002","0.68343","cluster.004","0.702039","1","","","","","","zmi9FMNrUwJGPlOMp8bhZw=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc370533.wav","1","15.373583","0.17585","1894.922","2807.93","3531.445","","","","","","","cluster.000","0.381074","cluster.002","0.68343","cluster.004","0.702037","1","","","","","","zmi9FMNrUwJGPlOMp8bhZw=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc53817.wav","0","12.000454","7.508276","1722.656","3083.555","4392.773","","","","","","","cluster.000","0.382743","cluster.009","0.55855","cluster.006","0.566745","1","","","","","","iT3n7xjCneJK7diAM0jbwQ=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc394958.wav","0","178.522659","0.181333","1781.25","2968.75","3375","","","","","","","cluster.000","0.383096","cluster.001","0.616303","cluster.010","0.616423","1","","","","","","7WLEiQ9HMOTHNeZ40OZWrA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Eurasian Oystercatcher","xc394958.wav","1","178.522659","0.181333","1781.25","2968.75","3375","","","","","","","cluster.000","0.383096","cluster.001","0.616303","cluster.010","0.616423","1","","","","","","7WLEiQ9HMOTHNeZ40OZWrA=="
"C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds","Marsh Tit","xc567398.wav","0","23.895624","0.100938","2937.5","3089.844","3250","","","","","","","cluster.000","0.38345","cluster.002","0.686153","cluster.009","0.688415","1","","","","","","hk2JCJqUglsuKAQ4Zk0Bjw=="
