id,gen,sp,ssp,en,rec,cnt,loc,lat,lng,alt,type,url,file,file-name,sono,lic,q,length,time,date,uploaded,also,rmk,bird-seen,playback-used
674482,Gallinula,chloropus,,Common Moorhen,Beatrix Saadi-Varchmin,Germany,"Sumpf hi. Klingelbächel, near Thaining,Landsberg am Lech (near  Thaining), Oberbayern, Bayern",47.9699,10.9755,650,"adult, aggressive call, alarm call",//www.xeno-canto.org/674482,//www.xeno-canto.org/674482/download,"XC674482-TEICHHUHN, Aggression  10.09.2021 Th. B.  9_18  VOC_210910-8846.mp3","{'small': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC674482-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC674482-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC674482-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC674482-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:04,09:18,2021-09-10,2021-09-14,['Sylvia atricapilla'],seen even two juv. in this breeding area of Common Moorhen,yes,no
674480,Gallinula,chloropus,,Common Moorhen,Beatrix Saadi-Varchmin,Germany,"Sumpf hi. Klingelbächel, near Thaining,Landsberg am Lech (near  Thaining), Oberbayern, Bayern",47.9699,10.9755,650,"adult, flight call",//www.xeno-canto.org/674480,//www.xeno-canto.org/674480/download,XC674480-TEICHHUHN. Flugruf  10.09.2021  Th.B.  9_18  VOC_210910-8846.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC674480-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC674480-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC674480-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC674480-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:02,09:18,2021-09-10,2021-09-14,[''],seen even two juv. in this breeding area of Common Moorhen,yes,no
674478,Gallinula,chloropus,,Common Moorhen,Beatrix Saadi-Varchmin,Germany,"Sumpf hi. Klingelbächel, near Thaining,Landsberg am Lech (near  Thaining), Oberbayern, Bayern",47.9699,10.9755,650,"adult, call",//www.xeno-canto.org/674478,//www.xeno-canto.org/674478/download,XC674478-TEICHHUHN 10.09.2021  Th.B.  9_18  VOC_210910-8846.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC674478-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC674478-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC674478-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OQZFKFTAKD/ffts/XC674478-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:03,09:18,2021-09-10,2021-09-14,['Sylvia atricapilla'],seen even two juv. in this breeding area of Common Moorhen,yes,no
672507,Gallinula,chloropus,,Common Moorhen,Sven Kransel,Germany,"Uelzen (near  Eimke), Niedersachsen",52.8769,10.2875,100,call,//www.xeno-canto.org/672507,//www.xeno-canto.org/672507/download,XC672507-210902_0160 Unbestimmt 1 Schießbahn Rheinmetall.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/ZQQGDKDOZQ/ffts/XC672507-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/ZQQGDKDOZQ/ffts/XC672507-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/ZQQGDKDOZQ/ffts/XC672507-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/ZQQGDKDOZQ/ffts/XC672507-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:04,06:50,2021-09-02,2021-09-05,['Lophophanes cristatus'],"Tascam DR-05X – unattended-72h-recording - not modified. Any help appreciated. Thanks. Habitat: Forest, but this seems perhaps a migrating bird.",no,no
671748,Gallinula,chloropus,,Common Moorhen,CLAES Victor,Belgium,"Orp-Jauche, Brabant Wallon, Wallonie",50.7014,4.9395,100,flight call,//www.xeno-canto.org/671748,//www.xeno-canto.org/671748/download,XC671748-210902_04h44min_Gallinule_poule_d_eau_Marilles.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/URIFNYGGHK/ffts/XC671748-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/URIFNYGGHK/ffts/XC671748-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/URIFNYGGHK/ffts/XC671748-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/URIFNYGGHK/ffts/XC671748-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:01,04:44,2021-09-02,2021-09-02,[''],,no,no
667221,Gallinula,chloropus,,Common Moorhen,Agris Celmins,Latvia,"Penderi, Valles pagasts",56.4846,24.7803,40,call,//www.xeno-canto.org/667221,//www.xeno-canto.org/667221/download,"XC667221-Gallinula chloropus Common Moorhen 2007-03-26 0643 Penderi, Valles pagasts 56.484567, 24.780301 (not seen) Telinga 5W.mp3","{'small': '//www.xeno-canto.org/sounds/uploaded/AQWMZXSOED/ffts/XC667221-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/AQWMZXSOED/ffts/XC667221-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/AQWMZXSOED/ffts/XC667221-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/AQWMZXSOED/ffts/XC667221-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:25,06:43,2007-03-26,2021-08-09,[''],,no,no
663673,Gallinula,chloropus,,Common Moorhen,Geert Custers,Netherlands,"Merselo, Venray, Limburg",51.5228,5.9244,30,"adult, nocturnal flight call, sex uncertain",//www.xeno-canto.org/663673,//www.xeno-canto.org/663673/download,XC663673-waterhoen 18-7 2.52h.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YDMNJAJJEN/ffts/XC663673-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YDMNJAJJEN/ffts/XC663673-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YDMNJAJJEN/ffts/XC663673-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YDMNJAJJEN/ffts/XC663673-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:06,03:00,2021-07-18,2021-07-18,[''],,unknown,unknown
663491,Gallinula,chloropus,,Common Moorhen,Will Scott,United Kingdom,"Great Britain (near  Hunmanby), North Yorkshire, England",54.1818,-0.3203,60,"flight call, nocturnal flight call",//www.xeno-canto.org/663491,//www.xeno-canto.org/663491/download,XC663491-Moorhen.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/QGXKACSKJD/ffts/XC663491-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/QGXKACSKJD/ffts/XC663491-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/QGXKACSKJD/ffts/XC663491-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/QGXKACSKJD/ffts/XC663491-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:05,00:29,2021-07-17,2021-07-17,[''],,no,no
659230,Gallinula,chloropus,,Common Moorhen,Simon Elliott,United Kingdom,"near  Hessay, York, England",53.9741,-1.2046,20,"adult, alarm call, female",//www.xeno-canto.org/659230,//www.xeno-canto.org/659230/download,XC659230-MH-d80e.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/FFFADKCCII/ffts/XC659230-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/FFFADKCCII/ffts/XC659230-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/FFFADKCCII/ffts/XC659230-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/FFFADKCCII/ffts/XC659230-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:13,07:30,2021-06-12,2021-06-26,[''],alarm response to gas gun bird scarer,yes,no
659003,Gallinula,chloropus,,Common Moorhen,Simon Elliott,United Kingdom,"near  Hessay, York, England",53.9741,-1.2046,20,"call, juvenile",//www.xeno-canto.org/659003,//www.xeno-canto.org/659003/download,XC659003-mh-d79a.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/FFFADKCCII/ffts/XC659003-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/FFFADKCCII/ffts/XC659003-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/FFFADKCCII/ffts/XC659003-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/FFFADKCCII/ffts/XC659003-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:05,16:30,2021-06-23,2021-06-25,[''],chittering call when chased by parents; age 37 days post-hatching; unmodified,yes,no
655648,Gallinula,chloropus,,Common Moorhen,Peter Boesman,Belgium,"Moerbeke, Oost-Vlaanderen",51.166,3.941,10,"call, juvenile",//www.xeno-canto.org/655648,//www.xeno-canto.org/655648/download,XC655648-LS_58067 Waterhoen pullus call A.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC655648-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC655648-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC655648-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC655648-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:46,09:30,2021-06-09,2021-06-10,[''],Calls of a pullus of a few days old.,unknown,unknown
654921,Gallinula,chloropus,chloropus,Common Moorhen,Allistair Fresse,France,"Arrondissement de Chartres (near  Chartres), Eure-et-Loir, Centre-Val de Loire",48.4611,1.4864,120,"Aggressive call, adult, call",//www.xeno-canto.org/654921,//www.xeno-canto.org/654921/download,XC654921-Gallinule poule-d'eau 2.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/CCOLFGGCFT/ffts/XC654921-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/CCOLFGGCFT/ffts/XC654921-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/CCOLFGGCFT/ffts/XC654921-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/CCOLFGGCFT/ffts/XC654921-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:04,17:28,2020-12-12,2021-06-06,[''],Combat entre deux individus. L'un des deux individus attaque pinça l'aile de l'autre qui poussa des cris. Il y a eut plus de peur que de mal.,yes,unknown
652678,Gallinula,chloropus,chloropus,Common Moorhen,Maarten Sluijter,Netherlands,"Sirjansland, Schouwen-Duiveland, Zeeland",51.6786,4.0301,0,"adult, song",//www.xeno-canto.org/652678,//www.xeno-canto.org/652678/download,XC652678-20210524-Waterhoen-Sirjansland-Maarten Sluijter.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/UWFNNKHNAE/ffts/XC652678-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/UWFNNKHNAE/ffts/XC652678-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/UWFNNKHNAE/ffts/XC652678-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/UWFNNKHNAE/ffts/XC652678-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:35,16:25,2021-05-24,2021-05-29,['Phylloscopus collybita'],,no,no
647762,Gallinula,chloropus,,Common Moorhen,Irish Wildlife Sounds,Ireland,"Ireland (near  Buttevant), Cork, County Cork",52.2321,-8.6701,90,nocturnal flight call,//www.xeno-canto.org/647762,//www.xeno-canto.org/647762/download,XC647762-Moorhen_NFC_Curraglass_130421_A.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC647762-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC647762-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC647762-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC647762-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:18,01:00,2021-04-13,2021-05-12,[''],,no,no
647675,Gallinula,chloropus,,Common Moorhen,Joost van Bruggen,Netherlands,Ida Gerhard,51.9363,5.9001,10,"aberrant, adult, flight call, nocturnal flight call",//www.xeno-canto.org/647675,//www.xeno-canto.org/647675/download,"XC647675-Waterhoen, flight call, IGS, 120521, 0218 uur, aberrant.mp3","{'small': '//www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/ffts/XC647675-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/ffts/XC647675-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/ffts/XC647675-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/ffts/XC647675-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:18,23:14,2021-05-12,2021-05-12,[''],sounds a bit like a weird Common Quail and the 4th call reminds a bit of a Ring Ouzel,no,no
647674,Gallinula,chloropus,,Common Moorhen,Joost van Bruggen,Netherlands,Ida Gerhard,51.9363,5.9001,10,"adult, flight call, nocturnal flight call",//www.xeno-canto.org/647674,//www.xeno-canto.org/647674/download,"XC647674-Waterhoen, flight call, IGS, 100521, 2314 uur, lijkt op Kwartel.mp3","{'small': '//www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/ffts/XC647674-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/ffts/XC647674-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/ffts/XC647674-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/ffts/XC647674-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:19,23:14,2021-05-10,2021-05-12,[''],sounds a bit like Common Quail,no,no
646171,Gallinula,chloropus,,Common Moorhen,Will Scott,United Kingdom,"Great Britain (near  Hunmanby), North Yorkshire, England",54.1818,-0.3203,60,"flight call, nocturnal flight call",//www.xeno-canto.org/646171,//www.xeno-canto.org/646171/download,XC646171-Moorhen.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/QGXKACSKJD/ffts/XC646171-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/QGXKACSKJD/ffts/XC646171-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/QGXKACSKJD/ffts/XC646171-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/QGXKACSKJD/ffts/XC646171-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:06,01:46,2021-05-07,2021-05-07,[''],,no,no
644828,Gallinula,chloropus,chloropus,Common Moorhen,Jarek Matusiak,Poland,"Gmina Bytnica (near  Pliszka), Powiat krośnieński, Lubuskie",52.2233,15.0511,70,"adult, call, nocturnal flight call",//www.xeno-canto.org/644828,//www.xeno-canto.org/644828/download,XC644828-JAREK-MATUSIAK-A-1488 (2.1) kokoszka ed.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC644828-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC644828-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC644828-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC644828-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:11,22:00,2021-04-20,2021-05-02,[''],,unknown,unknown
644757,Gallinula,chloropus,,Common Moorhen,John Mahon,United Kingdom,"Great Britain (near  Sennen), Cornwall, England",50.0729,-5.6916,30,"life stage uncertain, nocturnal flight call, sex uncertain",//www.xeno-canto.org/644757,//www.xeno-canto.org/644757/download,XC644757-SENNEN - 0130-0430 2nd MAY 2021.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/HWWCWFUIQX/ffts/XC644757-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/HWWCWFUIQX/ffts/XC644757-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/HWWCWFUIQX/ffts/XC644757-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/HWWCWFUIQX/ffts/XC644757-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:12,04:00,2021-05-02,2021-05-02,[''],"No filters applied. Recorded in garden approximately 100m from sea (mix of rocky and sandy bay area). Wind was light Northerly at the time.

RESOLVED - Moorhen.",unknown,unknown
644385,Gallinula,chloropus,,Common Moorhen,MERCIER Christophe,France,"Panazol, Haute-Vienne, Nouvelle-Aquitaine",45.8271,1.293,300,nocturnal flight call,//www.xeno-canto.org/644385,//www.xeno-canto.org/644385/download,XC644385-03.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/CTBGPXUOSF/ffts/XC644385-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/CTBGPXUOSF/ffts/XC644385-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/CTBGPXUOSF/ffts/XC644385-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/CTBGPXUOSF/ffts/XC644385-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:15,04:52,2021-05-01,2021-05-01,[''],,no,no
643803,Gallinula,chloropus,,Common Moorhen,Maxence Fouillade,France,"Ambazac, Haute-Vienne, Nouvelle-Aquitaine",45.9468,1.3861,380,"flight call, nocturnal flight call",//www.xeno-canto.org/643803,//www.xeno-canto.org/643803/download,XC643803-sans titre.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/DERUHSPRBJ/ffts/XC643803-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/DERUHSPRBJ/ffts/XC643803-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/DERUHSPRBJ/ffts/XC643803-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/DERUHSPRBJ/ffts/XC643803-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:03,01:10,2021-04-29,2021-04-29,[''],,no,no
642604,Gallinula,chloropus,,Common Moorhen,Juha Saari,Finland,"Helsinki, Helsinki, Uusimaa",60.2357,25.0058,40,nocturnal flight call,//www.xeno-canto.org/642604,//www.xeno-canto.org/642604/download,XC642604-galchl_202104_24_25_yom_0230.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/ZNHUUXHXZS/ffts/XC642604-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/ZNHUUXHXZS/ffts/XC642604-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/ZNHUUXHXZS/ffts/XC642604-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/ZNHUUXHXZS/ffts/XC642604-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:35,02:30,2021-04-25,2021-04-25,['Turdus iliacus'],,no,no
641758,Gallinula,chloropus,,Common Moorhen,Sergi,Spain,Plaça Vila VNG - Catalunya,41.2243,1.7254,20,"life stage uncertain, nocturnal flight call, sex uncertain",//www.xeno-canto.org/641758,//www.xeno-canto.org/641758/download,XC641758-20210423_0328 Polla XC.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/MXZXIBQXAS/ffts/XC641758-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/MXZXIBQXAS/ffts/XC641758-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/MXZXIBQXAS/ffts/XC641758-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/MXZXIBQXAS/ffts/XC641758-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:27,03:28,2021-04-23,2021-04-23,[''],,no,no
641755,Gallinula,chloropus,,Common Moorhen,Lars Edenius,Sweden,"Nydala, Umeå Municipality, Västerbottens län",63.8059,20.3518,40,call,//www.xeno-canto.org/641755,//www.xeno-canto.org/641755/download,XC641755-Rörhöna_03.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC641755-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC641755-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC641755-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC641755-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,2:43,22:00,2021-04-22,2021-04-23,"['Bucephala clangula', 'Scolopax rusticola']",,yes,no
641754,Gallinula,chloropus,,Common Moorhen,Lars Edenius,Sweden,"Nydala, Umeå Municipality, Västerbottens län",63.8059,20.3518,40,call,//www.xeno-canto.org/641754,//www.xeno-canto.org/641754/download,XC641754-Rörhöna_02.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC641754-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC641754-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC641754-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC641754-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:42,22:00,2021-04-22,2021-04-23,[''],,yes,no
641538,Gallinula,chloropus,,Common Moorhen,julien Rochefort,France,"Forêt de Sénart (near  Montgeron), Essonne, Île-de-France",48.6825,2.4771,90,nocturnal flight call,//www.xeno-canto.org/641538,//www.xeno-canto.org/641538/download,XC641538-POULE D'EAU  1 ind  TB 210420_23_23_PàSmono3Aomsénart_LS_36189.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/ZXDJTHQFDW/ffts/XC641538-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/ZXDJTHQFDW/ffts/XC641538-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/ZXDJTHQFDW/ffts/XC641538-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/ZXDJTHQFDW/ffts/XC641538-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,2:56,23:23,2021-04-20,2021-04-22,[''],Best calls at 1:10.,no,no
641291,Gallinula,chloropus,,Common Moorhen,Will Scott,United Kingdom,"Great Britain (near  Hunmanby), North Yorkshire, England",54.1818,-0.3203,60,"flight call, nocturnal flight call",//www.xeno-canto.org/641291,//www.xeno-canto.org/641291/download,XC641291-Moorhen.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/QGXKACSKJD/ffts/XC641291-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/QGXKACSKJD/ffts/XC641291-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/QGXKACSKJD/ffts/XC641291-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/QGXKACSKJD/ffts/XC641291-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:09,03:55,2021-04-21,2021-04-21,[''],,no,no
641152,Gallinula,chloropus,,Common Moorhen,Teet Sirotkin,Sweden,Solberga,59.2826,18.0106,40,nocturnal flight call,//www.xeno-canto.org/641152,//www.xeno-canto.org/641152/download,XC641152-210421 0001 Rörhöna Solberga.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/GELAPBFFDU/ffts/XC641152-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/GELAPBFFDU/ffts/XC641152-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/GELAPBFFDU/ffts/XC641152-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/GELAPBFFDU/ffts/XC641152-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:02,00:01,2021-04-21,2021-04-21,[''],,no,no
641054,Gallinula,chloropus,,Common Moorhen,Sławomir Karpicki-Ignatowski,Poland,"U Joli. Nowacki W. (near  Poznań), Poznań, Wielkopolskie",52.3878,16.9884,80,"adult, nocturnal flight call, sex uncertain",//www.xeno-canto.org/641054,//www.xeno-canto.org/641054/download,XC641054-20210421_0318 kokoszka ok.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YXDWPKLRUH/ffts/XC641054-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YXDWPKLRUH/ffts/XC641054-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YXDWPKLRUH/ffts/XC641054-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YXDWPKLRUH/ffts/XC641054-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:05,03:30,2021-04-21,2021-04-21,[''],,unknown,unknown
640693,Gallinula,chloropus,,Common Moorhen,Feliu López i Gelats,Spain,Premià de Mar,41.4875,2.3653,0,nocturnal flight call,//www.xeno-canto.org/640693,//www.xeno-canto.org/640693/download,XC640693-polla.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/QQSKLNKTSF/ffts/XC640693-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/QQSKLNKTSF/ffts/XC640693-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/QQSKLNKTSF/ffts/XC640693-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/QQSKLNKTSF/ffts/XC640693-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:36,01:00,2021-04-18,2021-04-20,[''],,no,unknown
640180,Gallinula,chloropus,,Common Moorhen,Will Scott,United Kingdom,"Great Britain (near  Hunmanby), North Yorkshire, England",54.1818,-0.3203,60,"flight call, nocturnal flight call",//www.xeno-canto.org/640180,//www.xeno-canto.org/640180/download,XC640180-Moorhen.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/QGXKACSKJD/ffts/XC640180-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/QGXKACSKJD/ffts/XC640180-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/QGXKACSKJD/ffts/XC640180-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/QGXKACSKJD/ffts/XC640180-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:10,02:12,2021-04-18,2021-04-18,[''],And wingbeats,no,no
639424,Gallinula,chloropus,,Common Moorhen,Feliu López i Gelats,Spain,Premià de Mar,41.4875,2.3653,0,nocturnal flight call,//www.xeno-canto.org/639424,//www.xeno-canto.org/639424/download,XC639424-polla.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/QQSKLNKTSF/ffts/XC639424-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/QQSKLNKTSF/ffts/XC639424-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/QQSKLNKTSF/ffts/XC639424-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/QQSKLNKTSF/ffts/XC639424-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:11,00:30,2021-04-14,2021-04-16,[''],,no,unknown
